,NU_ANO_CENSO,CO_UF,CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_DDD,NU_TELEFONE,NU_TELEFONE_PUBLICO,NU_FAX,new_latitude,new_longitude,latitude,longitude,email,url_website,abr_nome,Lat,Long,Detalhamento,,,,,,,,,,,,
168247,2018,43,4314902,ESCOLA EDUCACAO INFANTIL ESPACO FELIZ LTDA-ME,43209823,RUA PEDRO IVO,511,-,MONT SERRAT,90450210,51,30223239,-,30223239,-30.0294833,-51.194397,,,,,,-30.0294833,-51.194397,Rua Pedro Ivo, Montserrat, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90440-010, Brasil,,,
168248,2018,43,4314902,ESC EDUC INF CIA DA CRIANCA,43210341,RUA DOUTOR JOAO SIMPLICIO ALVES DE CARVALHO,607,-,VILA IPIRANGA,91360260,51,33616852,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
168249,2018,43,4314902,NOSSA CRECHE RECREACOES INFANTIS LTDA,43210350,AVENIDA CORONEL LUCAS DE OLIVEIRA,299,-,PETROPOLIS,90440011,51,33321273,-,33321273,-30.0394093,-51.1944332,,,,,,-30.0394093,-51.1944332,Avenida Coronel Lucas de Oliveira, Petrópolis, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90410-005, Brasil,,,
168250,2018,43,4314902,EEI FAZENDO ARTE,43210368,RUA DOUTOR CAMPOS VELHO,1741/1751,CASA,CRISTAL,90820001,51,32424698,-,-,-30.0927188,-51.2337295,,,,,,-30.0927188,-51.2337295,Rua Doutor Campos Velho, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90820-000, Brasil,,,
168251,2018,43,4314902,CINCO ESTRELINHAS ESC EDUC INF,43210392,AVENIDA NOVA YORK,335,-,AUXILIADORA,90550070,51,30246434,-,30246424,-30.0191387,-51.195010941775,,,,,,-30.0191387,-51.195010941775,335, Avenida Nova York, Auxiliadora, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90550-070, Brasil,,
168252,2018,43,4314902,5199 EEI MUNDO DA IMAGINACAO,43210457,AV MOAB CALDAS,403,-,SANTA TEREZA,90880310,51,32335309,-,-,-30.0680609,-51.2163832,-30.0680609,-51.2163832,usps.ong@hotmail.com                              ,                                                                                                    ,5199 MUNDO DA IMAGINAÃÃO      ,-30.0703722,-51.2177282,Avenida Moab Caldas, Vila Tronco, Santa Tereza, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90880-310, Brasil,,
168253,2018,43,4314902,ESC EDUC INF PEQUENINOS,43210465,RUA FREI HENRIQUE GOLLAND TRINDADE,330,-,BOA VISTA,90480140,51,30190473,-,-,-30.0216936,-51.1763072,,,,,,-30.0216936,-51.1763072,Rua Frei Henrique Golland Trindade, Boa Vista, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91340-410, Brasil,,,
168254,2018,43,4314902,BABY KIDS INSTITUICAO EDUCACAO INFANTIL,43210481,RUA PAULO BLASCHKE,125,-,JARDIM ITU SABARA,91225230,51,33403087,-,-,-30.0108176,-51.1320305,,,,,,-30.0108176,-51.1320305,Rua Paulo Blaschke, Jardim Itu, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91225-150, Brasil,,,
168255,2018,43,4314902,ESCOLA DE EDUCACAO INFANTIL AMIGO,43210490,RUA DOUTOR ARMANDO BARBEDO,981,-,TRISTEZA,91920520,51,33121352,-,-,-30.1119552,-51.2547863,,,,,,-30.1119552,-51.2547863,Rua Doutor Armando Barbedo, Tristeza, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91920-490, Brasil,,,
168256,2018,43,4314902,EEI TIA VERA,43210538,RUA DOUTOR JOAO EVANGELISTA F. DA COSTA,81,-,CAVALHADA,91740660,51,32495172,-,-,-30.1031228,-51.2321397,,,,,,-30.1031228,-51.2321397,Rua Doutor João Evangelista F da Costa, Parque Madepinho, Cavalhada, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91910-971, Brasil,,
168257,2018,43,4314902,ESC EDUC ESPECIAL BARBARA SYBILLE FISCHINGER,43210805,RUA MARCONE,421,-,PARTENON,91530160,51,33544700,-,33544700,-30.05909445,-51.1602080485943,,,,,,-30.05909445,-51.1602080485943,Escola de Educação Especial Barbara Sybille Fischinger,421, Rua Marcone, Intercap, Partenon, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91530-160, Brasil
168258,2018,43,4314902,CENTRO DE EDUCACAO INFANTIL CONSTRUINDO SABER,43210953,AVENIDA NOVA YORK,130,-,AUXILIADORA,90550070,51,33420387,-,-,-30.02107035,-51.1952881893977,,,,,,-30.02107035,-51.1952881893977,Construindo o Saber,130, Avenida Nova York, Auxiliadora, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90550-070, Brasil,
168259,2018,43,4314902,EEI VIVENDO E APRENDENDO,43210996,AVENIDA TOLEDO PIZA,690,-,SARANDI,91120300,51,33640500,-,-,-29.9897302,-51.1331142,,,,,,-29.9897302,-51.1331142,Avenida Toledo Piza, Sarandi, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91120-150, Brasil,,,
168260,2018,43,4314902,ESCOLA EDUC INF FLORESTINHA,43211011,RUA DOUTOR CARLOS NIEDERAUER HOFMEISTER,754,-,RESTINGA,91790020,51,32575225,-,-,-30.1505041,-51.1395707,,,,,,-30.1505041,-51.1395707,Rua Doutor Carlos Niederauer Hofmeister, 1ª UV, Restinga, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91790-020, Brasil,,
168261,2018,43,4314902,ESCOLA EDUC INF CRESCENDO FELIZ,43211070,RUA DEROCY GIACOMO DA SILVA,150,-,VILA NOVA,91750290,51,32586809,-,-,-30.1276605,-51.2110518,,,,,,-30.1276605,-51.2110518,Rua Derocy Giacomo da Silva, Vila Nova, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91750-340, Brasil,,,
168262,2018,43,4314902,5139 IEI ACOMPAR NUCLEO III,43211100,RUA JOAO PARIS,1107,-,RUBEM BERTA,91160440,51,33673098,-,98608640,-29.988498999999997,-51.1004217,-29.988498999999997,-51.1004217,acomparn3@yahoo.com.br                            ,                                                                                                    ,5139 ACOMPAR III              ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168263,2018,43,4314902,5141 EEI ABRASCE LOTEAMENTO PAMPA,43211119,R VEREADOR ELOY MARTINS,103,91176692-SIMONE-,FARRAPOS,90250264,51,33371917,-,-,-29.980282799999998,-51.19869979999999,-29.980282799999998,-51.19869979999999,adm.pampa@abrascerestauracao.org                  ,                                                                                                    ,5141 ABRASCE PAMPA            ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168264,2018,43,4314902,5144 EEI TIA MARIAZINHA,43211135,BC ALEGRIA,141,-,RUBEM BERTA,91170591,51,33871221,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
168265,2018,43,4314902,ESCOLA INFANTIL VIDA DE CRIANCA,43211143,ACESSO TRES,4256,4ï¿½ UNIDADE,RESTINGA NOVA,91795260,51,32615487,-,-,-30.1520823,-51.1503475,,,,,,-30.1520823,-51.1503475,Acesso 3, 4ª UV, Restinga, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91790-060, Brasil,,
168266,2018,43,4314902,EEI ALGODAO DOCE,43211178,RUA JOSE FERREIRA JARDIM,360,-,SARANDI,91140480,51,33651809,-,-,-29.9853377,-51.1096513,,,,,,-29.9853377,-51.1096513,Rua José Ferreira Jardim, Santa Rosa de Lima, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91140-410, Brasil,,,
168267,2018,43,4314902,5146 EEI CHACRINHA,43211216,R HORTENCIO MACHADO DE LIMA,48,-,RESTINGA,91790620,51,32412735,-,-,-30.166500399999997,-51.1419456,-30.166500399999997,-51.1419456,escolachacrinha@hotmail.com                       ,                                                                                                    ,5146 CHACRINHA                ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168268,2018,43,4314902,EEI ESPACO CRIANCA,43211224,RUA HERMETO BERMUDEZ,475,479,PROTASIO ALVES,91250040,51,33913053,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
168269,2018,43,4314902,CENTRO INFANTIL ALGODAO DOCE,43211240,RUA GOMES DE FREITAS,230,-,JARDIM ITU SABARA,91380000,51,33483556,-,-,-30.0143578,-51.143347,,,,,,-30.0143578,-51.143347,Rua Gomes de Freitas, Jardim Itu, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91370-050, Brasil,,,
168270,2018,43,4314902,EEI GENTE MIUDINHA,43211313,RUA MALI,787,CASA,VILA IPIRANGA,91370230,51,33447069,-,-,-30.0156969,-51.1489554,,,,,,-30.0156969,-51.1489554,Rua Mali, Vila Ipiranga, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91370-290, Brasil,,,
168271,2018,43,4314902,5145 IEI PRINCESA ISABEL,43211330,AV JOAO PESSOA,2301,FARROUPILHA,CENTRO HISTORIC,90040000,51,32235030,-,-,-30.051030600000004,-51.21090039999999,-30.051030600000004,-51.21090039999999,verapoa@terra.com.br                              ,                                                                                                    ,5145 PRINCESA ISABEL          ,-30.0324003,-51.2230418,Avenida João Pessoa, Centro Histórico, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90050-161, Brasil,,,
168272,2018,43,4314902,5183 EEI FAVO DE MEL VILA ELIZABETH,43211348,R VIDAL BARBOSA,1075,-,SARANDI,91120340,51,33643737,-,-,-29.9806262,-51.1315005,-29.9806262,-51.1315005,centrofavodemel@yahoo.com.br                      ,                                                                                                    ,5183 FAVO DE MEL              ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168273,2018,43,4314902,EEI EDUCARE,43211364,RUA VITORIO FRANCISCO GIORDANI,165,-,JARDIM ITU SABARA,91220490,51,33405089,-,-,-30.0108122,-51.135437,,,,,,-30.0108122,-51.135437,Rua Vitório Francisco Giordani, Jardim Itu, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91225-150, Brasil,,,
168274,2018,43,4314902,5138 IEI BRINCANDO E APRENDENDO,43211399,R MONSENHOR SEVERINO BRUN,65,065- LOT PROGRESSO,FARRAPOS,90245308,51,33431791,85496404,98139660,-29.9878149,-51.19709520000001,-29.9878149,-51.19709520000001,brincando.aprendendo@outlook.com.br               ,                                                                                                    ,5138 BRINCANDO E APRENDENDO   ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168275,2018,43,4314902,COLEGIO ROMANO SENHOR BOM JESUS,43211402,RUA NOEL ROSA,223,-,JARDIM ITU SABARA,91210110,51,33810799,-,33810799,-30.0433271,-51.141835628868,,,,,,-30.0433271,-51.141835628868,Colégio Romano Senhor Bom Jesus,223, Rua Noel Rosa, Jardim Sabará, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91210-080, Brasil,
168276,2018,43,4314902,ESCOLA MOINHO - ESCOLA INFANTIL,43211410,AVENIDA SOLEDADE,285,-,PETROPOLIS,90470340,51,33814258,-,33112471,-30.0361361,-51.1813803,,,,,,-30.0361361,-51.1813803,Avenida Soledade, Petrópolis, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90470-150, Brasil,,,
168277,2018,43,4314902,EEP FATEPA,43211437,RUA GENERAL VITORINO,229,-,CENTRO HISTORICO,90020171,51,32215040,-,-,-30.0303111,-51.2230612,,,,,,-30.0303111,-51.2230612,Rua General Vitorino, Centro Histórico, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90020-171, Brasil,,,
168278,2018,43,4314902,5140 EEI JESUS MENINO,43211453,RUA C,45,VILA CASTELO,RESTINGA,91790200,51,32575279,92666212,32501277,-30.1522173,-51.134676299999995,-30.1522173,-51.134676299999995,adm19@cpij.org.br                                 ,                                                                                                    ,5140 JESUS MENINO             ,-30.1652894,-51.1508329,Rua C, Loteamento Flor da Restinga, Restinga, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91790-060, Brasil,,
168279,2018,43,4314902,ESCOLA EDUCACAO PROFISSIONAL KLYMUS,43211470,RUA GENERAL VITORINO,264,-,CENTRO HISTORICO,90020170,51,32247559,-,32247559,-30.0303111,-51.2230612,,,,,,-30.0303111,-51.2230612,Rua General Vitorino, Centro Histórico, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90020-171, Brasil,,,
168280,2018,43,4314902,NUCL E EJA E CP JULIETA VILLAMIL BALESTRO,43211496,AV TERESOPOLIS 2727,2727,-,TERESOPOLIS,90870001,51,33224376,-,-,-30.0771117,-51.2093856443776,,,,,,-30.0771117,-51.2093856443776,Penitenciária Feminina Madre Pelletier,2727, Avenida Teresópolis, Teresópolis, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90870-000, Brasil,
168281,2018,43,4314902,5168 EEI TIA BETH,43211666,R VINTE SETE VILA MATO SAMPAIO,125,97227777 985210887,BOM JESUS,91420634,51,33343380,-,33387255,-30.050161600000003,-51.1639748,-30.050161600000003,-51.1639748,adm40@cpij.org.br                                 ,                                                                                                    ,5168 TIA BETH                 ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168282,2018,43,4314902,APRENDENDO A CRESCER,43212263,RUA PROFESSOR JUVENAL MILER,122,-,RIO BRANCO,90420230,51,30196557,-,-,-30.0381561,-51.1999272,,,,,,-30.0381561,-51.1999272,Rua Professor Juvenal Miler, Rio Branco, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90420-020, Brasil,,,
168283,2018,43,4314902,EEI ARTE E TRAVESSURA,43212808,RUA DOUTOR JOAO SIMPLICIO ALVES DE CARVALHO,335,-,VILA IPIRANGA,91360260,51,33415275,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
168284,2018,43,4314902,CASTELINHO APRENDENDO A CRESCER,43213006,RUA ERNESTINA AMARO TORELLY,200,-,JARDIM CARVALHO,91430100,51,33385242,-,33385242,-30.0445312,-51.1494289672444,,,,,,-30.0445312,-51.1494289672444,Castelinho,200, Rua Ernestina Amaro Torelly, Vila Brasília, Jardim Carvalho, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91310-001, Brasil
168285,2018,43,4314902,ESCOLA DE EDUCACAO INFANTIL PRIMEIRA FASE DO SABER,43214800,RUAPADRE ALOIS KADES,130,-,VILA IPIRANGA,91370160,51,33437353,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
168286,2018,43,4314902,ESC EDUC INF PAIXAO DE APRENDER,43215408,AVENIDA PANAMERICANA,877,-,JARDIM LINDOIA,91050001,51,35080110,-,33667408,-30.0017955,-51.1516273,,,,,,-30.0017955,-51.1516273,Avenida Panamericana, Jardim Lindóia, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91050-001, Brasil,,,
168287,2018,43,4314902,ESC EDUC INF BANANINHA,43217605,RUA OLIVEIRA LOPES,389,-,SARANDI,91120430,51,33654792,-,-,-29.9904989,-51.1284241,,,,,,-29.9904989,-51.1284241,Rua Oliveira Lopes, Sarandi, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91130-500, Brasil,,,
168288,2018,43,4314902,CARROSSEL RECANTO INFANTIL,43218202,RUA SANTA TEREZINHA,47,-,FARROUPILHA,90040180,51,33321913,-,33321913,-30.0381505,-51.2111865,,,,,,-30.0381505,-51.2111865,Rua Santa Terezinha, Farroupilha, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90040-180, Brasil,,,
168289,2018,43,4314902,ESC INF EDUCAR E CIA,43218601,RUA JOAO ALFREDO,688,-,CIDADE BAIXA,90050230,51,32269837,-,-,-30.0425742,-51.224553,,,,,,-30.0425742,-51.224553,Rua João Alfredo, Cidade Baixa, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90050-230, Brasil,,,
168290,2018,43,4314902,CRECHE ANJINHO DO SABER,43218806,RUA SAO VICENTE,483,CASA,RIO BRANCO,90630180,51,33333543,-,-,-30.03958,-51.1985905,,,,,,-30.03958,-51.1985905,Rua São Vicente, Rio Branco, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90420-020, Brasil,,,
168291,2018,43,4314902,COLEGIO JOAO PAULO I,43238203,RUA FILADELFIA,314,-,SAO JOAO,90550060,51,30134540,-,30134545,-30.01713255,-51.1925075136862,,,,,,-30.01713255,-51.1925075136862,Colégio João Paulo I,314, Rua Filadélfia, Auxiliadora, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90550-060, Brasil,
168292,2018,43,4314902,ESCOLA DE EDUCACAO INFANTIL CRIANCA VIDA,43239404,RUA JOAO CAETANO,178,-,TRES FIGUEIRAS,90470260,51,30238147,-,30238147,-30.0357791,-51.1765407,,,,,,-30.0357791,-51.1765407,Rua João Caetano, Três Figueiras, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90470-260, Brasil,,,
168293,2018,43,4314902,ESC EDUC INF ADAPTAR,43239412,RUA MANOEL LEAO,162,CASA,PEDRA REDONDA,91760560,51,32092042,85119844,-,-30.1312445,-51.2394369,,,,,,-30.1312445,-51.2394369,Rua Manoel Leão, Pedra Redonda, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91760-000, Brasil,,,
168294,2018,43,4314902,POLO EDUCACIONAL,43239420,AVENIDA WENCESLAU ESCOBAR,1467,-,CRISTAL,91900000,51,30222626,-,-,-30.1002795,-51.2486928,,,,,,-30.1002795,-51.2486928,Avenida Wenceslau Escobar, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91900-590, Brasil,,,
168295,2018,43,4314902,ESC EDUC INF TROCANDO IDEIAS,43239641,RUA GUADALAJARA,845,-,JARDIM ITU SABARA,91215290,51,33340402,-,33340402,-30.0321388,-51.1434204,,,,,,-30.0321388,-51.1434204,Rua Guadalajara, Jardim Sabará, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91210-250, Brasil,,,
168296,2018,43,4314902,5151 EEI BOA VISTA,43240011,R SALOMAO DUBIN,11,-,BOA VISTA,91340450,51,33284728,-,-,-30.0234088,-51.8746199,-30.0234088,-51.8746199,asmojibj@hotmail.com                              ,                                                                                                    ,5151 BOA VISTA                ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168297,2018,43,4314902,5149 EEI EGIDIO PICCOLI,43240208,R VIOLETA PARQUE DAS ORQUIDEAS,2,985073328,MARIO QUINTANA,91260396,51,85235993,-,33382784,-30.0421388,-51.10631059999999,-30.0421388,-51.10631059999999,escolaegidiopiccoli@yahoo.com.br                  ,                                                                                                    ,5149 EGIDIO PICCOLI           ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168298,2018,43,4314902,5160 EEI ANJINHOS DE CRISTAL,43240402,BC B ESTR CRISTIANO KRAEMER,450,ACESSO J,VILA NOVA,91750060,51,32452259,-,-,-30.1196946,-51.201671999999995,-30.1196946,-51.201671999999995,ascomocris@hotmail.com                            ,                                                                                                    ,5160 ANJINHOS DE CRISTAL      ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168299,2018,43,4314902,5170 IEI INTEGRACAO DOS ANJOS,43240410,AV IPIRANGA,3780,3858,PRAIA DE BELAS,90160090,51,33528890,99275058,98449173,-30.0515393,-51.1940125,-30.0515393,-51.1940125,anjosdaintegracao@gmail.com                       ,                                                                                                    ,5170 INTEGRAÃÃO DOS ANJOS     ,-30.0479197,-51.2295733,Avenida Ipiranga, Praia de Belas, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90110-150, Brasil,,,
168300,2018,43,4314902,5154 IEI MUNDO COLORIDO,43240429,R DONA TEODORA,984,ACESSO 3 PREDIO 47,FARRAPOS,90240300,51,985651121,-,98607246,-29.9926875,-51.1938659,-29.9926875,-51.1938659,mundocoloridoescola@hotmail.com                   ,                                                                                                    ,5154 MUNDO COLORIDO           ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168301,2018,43,4314902,5152 IEI PEQUENO PRINCIPE,43240607,R VIUVINHA,275,IPE II,JARDIM CARVALHO,91430817,51,33971297,-,-,-30.0553207,-51.1497217,-30.0553207,-51.1497217,pequenoazambuja@hotmail.com                       ,                                                                                                    ,5152 PEQUENO PRINCIPE         ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168302,2018,43,4314902,5147 EEI PADRE PEDRO LEONARDI II,43240615,R EMILIA PERRONI FERNANDES,100,-,CAMAQUA,91910295,51,32221793,-,-,-30.1052,-51.2455313,-30.1052,-51.2455313,lopesnza@yahoo.com.br                             ,                                                                                                    ,5147 P P LEONARDI II          ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168303,2018,43,4314902,ESC EDUC INF QUERUBIM,43240801,RUA SAO MANOEL,2215,-,RIO BRANCO,90620110,51,33848173,-,-,-30.0357544,-51.2048869,,,,,,-30.0357544,-51.2048869,Rua São Manoel, Rio Branco, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90420-090, Brasil,,,
168304,2018,43,4314902,EMEF DE SURDOS BILINGUE SALOMAO WATNICK,43241000,RUA CAPITAO PEDRO WERLANG,1011,-,INTERCAP,91530110,51,33881125,-,33881125,-30.063525,-51.152634,-30.063525,-51.152634,salomao@pmpa.ad                                   ,http://websmed.portoalegre.rs.gov.br/escolas/salomaowatnick/                                        ,SALOMÃO WATNICK               ,-30.0599956,-51.1539536,Rua Capitão Pedro WerlangIvo Janson, Intercap, Partenon, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91530-001, Brasil,,
168305,2018,43,4314902,5202 EEI GIRASSOL LAMI,43241204,R NOVA OLINDA,203,-,LAMI,91787640,51,-,-,99828474,-30.2388438,-51.087908,-30.2388438,-51.087908,creche_girassol@hotmail.com                       ,                                                                                                    ,5202 GIRASSOL - LAMI          ,Não encontrado,Não encontrado,,,,,,,,,,,,,
168306,2018,43,4314902,ESC EDUC INF JANELINHA,43246028,RUA PROFESSOR ROMANO REIF,97,CASA,BOA VISTA,91340420,51,33339395,-,-,-30.0243812,-51.173484,,,,,,-30.0243812,-51.173484,Rua Professor Romano Reif, Boa Vista, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91340-400, Brasil,,,
168307,2018,43,4314902,ESCOLA PROFISSIONAL FUNDATEC,43249604,RUA PROFESSOR CRISTIANO FISCHER,2012,-,PARTENON,91410000,51,33201011,33201000,33201003,-30.05716145,-51.1687551459173,,,,,,-30.05716145,-51.1687551459173,Escola Profissional Fundatec,2012, Rua Professor Cristiano Fischer, Partenon, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91410-000, Brasil,
168308,2018,43,4314902,SOCIEDADE MANTENEDORA PRO-SABER LTDA,43249612,RUA FILADELFIA,106,-,SAO JOAO,90550060,51,33436800,-,-,-30.01509915,-51.1929188489496,,,,,,-30.01509915,-51.1929188489496,Pró-Saber,106, Rua Filadélfia, São João, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90550-060, Brasil,
